It takes 41851.50297832489 to train 10 folds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T,h,i,s, ,i,s, ,f,o,l,d, ,0,f,o,r, ,m,a,r,b,l,e,,,,,,,,
0.016466656699777,0.006996515672654,0.007499270606786,0.005973428953439,0.005674618761987,0.007280807942152,0.005735632497817,0.005903843790293,,,,,,,,,,,,,,,,,,,,,,,,
T,h,i,s, ,i,s, ,f,o,l,d, ,1,f,o,r, ,m,a,r,b,l,e,,,,,,,,
0.022637575864792,0.006928965449333,0.008901230059564,0.006218805443496,0.00602520396933,0.006851418409497,0.005841536913067,0.005495716352016,0.005735135637224,0.005567235406488,,,,,,,,,,,,,,,,,,,,,,
T,h,i,s, ,i,s, ,f,o,l,d, ,2,f,o,r, ,m,a,r,b,l,e,,,,,,,,
0.018657635897398,0.012080436572433,0.008020824752748,0.006341984495521,0.005817753262818,0.00589803699404,0.00808678381145,0.009515990503132,,,,,,,,,,,,,,,,,,,,,,,,
T,h,i,s, ,i,s, ,f,o,l,d, ,3,f,o,r, ,m,a,r,b,l,e,,,,,,,,
0.025259522721171,0.011301480233669,0.01111157424748,0.010706262663007,0.010081427171826,0.010585178621113,0.010187821462751,0.011632524430752,,,,,,,,,,,,,,,,,,,,,,,,
T,h,i,s, ,i,s, ,f,o,l,d, ,4,f,o,r, ,m,a,r,b,l,e,,,,,,,,
0.019726110622287,0.011830286122859,0.01145663112402,0.010602907277644,0.010601959191263,0.010282408446074,0.009816598147154,0.009914428927004,0.009789925068617,0.009121716022491,,,,,,,,,,,,,,,,,,,,,,
T,h,i,s, ,i,s, ,f,o,l,d, ,5,f,o,r, ,m,a,r,b,l,e,,,,,,,,
0.685876488685608,0.671457052230835,0.657368421554565,0.643566370010376,0.630083978176117,0.616856217384338,0.603902339935303,0.591195940971375,0.578762292861939,0.566529452800751,,,,,,,,,,,,,,,,,,,,,,
T,h,i,s, ,i,s, ,f,o,l,d, ,5,f,o,r, ,m,a,r,b,l,e,,,,,,,,
0.68586128950119,0.671456098556519,0.657367825508118,0.643565475940704,0.630082845687866,0.616855442523956,0.603901445865631,0.591194987297058,0.578761458396912,0.56652843952179,,,,,,,,,,,,,,,,,,,,,,
T,h,i,s, ,i,s, ,f,o,l,d, ,5,f,o,r, ,m,a,r,b,l,e,,,,,,,,
0.020804323256016,0.011375893838704,0.010918437503278,0.010616234503687,0.010116182267666,0.01014041993767,0.00952207762748,0.00983916874975,0.009662623517215,0.008719147183001,,,,,,,,,,,,,,,,,,,,,,
T,h,i,s, ,i,s, ,f,o,l,d, ,6,f,o,r, ,m,a,r,b,l,e,,,,,,,,
0.018325990065932,0.011280852369964,0.011104219593108,0.0105598596856,0.009839849546552,0.009924843907356,0.009626274928451,0.00941314548254,0.009378872811794,0.009008925408125,,,,,,,,,,,,,,,,,,,,,,
T,h,i,s, ,i,s, ,f,o,l,d, ,7,f,o,r, ,m,a,r,b,l,e,,,,,,,,
0.6861252784729,0.67146235704422,0.657375872135162,0.643586099147797,0.630067467689514,0.616870582103729,0.603907883167267,0.591204822063446,0.578739643096924,0.566531836986542,,,,,,,,,,,,,,,,,,,,,,
T,h,i,s, ,i,s, ,f,o,l,d, ,7,f,o,r, ,m,a,r,b,l,e,,,,,,,,
0.036200728267431,0.011438418179751,0.011002923361957,0.010653452947736,0.009533825330436,0.010467553511262,0.009198050014675,0.009389474987984,0.00919052772224,0.008850573562086,,,,,,,,,,,,,,,,,,,,,,
T,h,i,s, ,i,s, ,f,o,l,d, ,8,f,o,r, ,m,a,r,b,l,e,,,,,,,,
0.017991963773966,0.011629087850452,0.011426804587245,0.01068879943341,0.010112340562046,0.0103077320382,0.010958030819893,0.010508816689253,,,,,,,,,,,,,,,,,,,,,,,,
T,h,i,s, ,i,s, ,f,o,l,d, ,9,f,o,r, ,m,a,r,b,l,e,,,,,,,,
0.686018109321594,0.671469688415527,0.657383382320404,0.643595516681671,0.630099058151245,0.616899847984314,0.603912532329559,0.591242969036102,0.578784108161926,0.566592156887054,,,,,,,,,,,,,,,,,,,,,,
T,h,i,s, ,i,s, ,f,o,l,d, ,9,f,o,r, ,m,a,r,b,l,e,,,,,,,,
0.020743584260345,0.007269837893546,0.00667593581602,0.005929626058787,0.005943639203906,0.005869656801224,0.005430497229099,0.004856185987592,0.005100005306304,0.004983426537365,,,,,,,,,,,,,,,,,,,,,,
T,h,i,s, ,i,s, ,f,o,l,d, ,0,f,o,r, ,s,a,w,d,u,s,t,,,,,,,
0.692897260189056,0.690237998962402,0.688565194606781,0.687298059463501,0.685789048671722,0.685131907463074,0.684022426605225,0.683475434780121,0.682929933071137,0.682221114635468,,,,,,,,,,,,,,,,,,,,,,
T,h,i,s, ,i,s, ,f,o,l,d, ,0,f,o,r, ,s,a,w,d,u,s,t,,,,,,,
0.561020135879517,0.367891609668732,0.359288275241852,0.313741713762283,0.302897691726685,0.292612671852112,0.277897655963898,0.27256965637207,0.266313135623932,0.269052386283875,,,,,,,,,,,,,,,,,,,,,,
T,h,i,s, ,i,s, ,f,o,l,d, ,0,f,o,r, ,s,a,w,d,u,s,t,,,,,,,
0.725594937801361,0.502712666988373,0.377640157938004,0.332082659006119,0.311281830072403,0.300562262535095,0.28914350271225,0.288656920194626,0.276761472225189,0.280797183513641,,,,,,,,,,,,,,,,,,,,,,
T,h,i,s, ,i,s, ,f,o,l,d, ,0,f,o,r, ,s,a,w,d,u,s,t,,,,,,,
0.490942150354385,0.37310129404068,0.378045856952667,0.321754217147827,0.297133028507233,0.298349589109421,0.278714776039124,0.302277266979218,0.322053015232086,0.271089673042297,,,,,,,,,,,,,,,,,,,,,,
T,h,i,s, ,i,s, ,f,o,l,d, ,0,f,o,r, ,s,a,w,d,u,s,t,,,,,,,
0.692561328411102,0.69017904996872,0.688506245613098,0.687245309352875,0.685739517211914,0.685090065002441,0.683984935283661,0.683444976806641,0.682904243469238,0.68219918012619,,,,,,,,,,,,,,,,,,,,,,
T,h,i,s, ,i,s, ,f,o,l,d, ,0,f,o,r, ,s,a,w,d,u,s,t,,,,,,,
0.611314475536346,0.395343422889709,0.331494182348251,0.318343609571457,0.31499519944191,0.293791234493256,0.282165199518204,0.287662625312805,0.270352780818939,0.260095864534378,,,,,,,,,,,,,,,,,,,,,,
T,h,i,s, ,i,s, ,f,o,l,d, ,0,f,o,r, ,s,a,w,d,u,s,t,,,,,,,
0.459394425153732,0.387986481189728,0.454704314470291,0.333253711462021,0.313925564289093,0.301096320152283,0.285762578248978,0.27564862370491,0.282279491424561,0.279871135950088,,,,,,,,,,,,,,,,,,,,,,
T,h,i,s, ,i,s, ,f,o,l,d, ,0,f,o,r, ,s,a,w,d,u,s,t,,,,,,,
0.692210853099823,0.690135776996612,0.688463568687439,0.687206506729126,0.685702264308929,0.685059428215027,0.683957517147064,0.683421909809112,0.682885527610779,0.682183146476746,,,,,,,,,,,,,,,,,,,,,,
T,h,i,s, ,i,s, ,f,o,l,d, ,0,f,o,r, ,s,a,w,d,u,s,t,,,,,,,
